is_bad,emp_title,emp_length,home_ownership,annual_inc,verification_status,purpose_cat,zip_code,addr_state,debt_to_income,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,mths_since_last_major_derog,policy_code,word_debt,word_expenses,word_job,word_period,word_stable,word_full,word_over,word_good,word_budget,word_payment,word_purchase,word_high,word_plan,word_help,word_fund,word_car,word_school,word_lend,word_club,word_rate,word_interest,word_score,word_never,word_company,word_free,word_money,word_lower,word_income,word_home,word_personal,word_history,word_late,word_business,word_balance,word_family,word_own
0,,3,rent,74000,verified - income source,credit card,,ca,17.11,0,10274,0,,,10,0,15046,39.9,18,1,pc4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,5,rent,112000,not verified,debt consolidation,,,14.96,0,9361,0,,,12,0,25274,39.5,24,1,pc3,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,1,rent,148080,verified - income,debt consolidation,,wa,15.88,0,8326,2,,,12,0,36546,73.4,27,1,pc3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,10,rent,44724,not verified,wedding,,,17.41,0,8143,3,,,3,0,886,25.3,5,2,pc1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,1,rent,1.00e+05,not verified,other,,ca,18.66,0,7048,0,,,13,0,23484,70.1,37,3,pc3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,10,mortgage,75000,verified - income,debt consolidation,,il,13.42,0,9512,0,,,5,0,18591,37.9,19,3,pc3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,,10,own,22000,verified - income source,other,,fl,14.95,0,9269,0,,,4,0,8511,78.8,9,3,pc2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,,1,rent,30000,verified - income source,debt consolidation,,nj,19.32,0,5860,0,,,9,0,5276,62.1,19,3,pc4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,school,3,rent,63000,verified - income,debt consolidation,,ca,19.09,0,7017,1,,,12,0,16167,70.3,27,2,pc2,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,,3,mortgage,120000,verified - income source,house,606xx,il,5.22,1,8082,3,13,,5,0,49805,0,36,1,pc1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,hospital,2,mortgage,72000,not verified,small business,,,17.48,0,7747,6,,,13,0,1249,6.1,23,3,pc3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,hospital,1,rent,350000,verified - income,credit card,,va,12.22,0,8904,0,34,,8,0,27733,80.4,24,3,pc4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,government,10,rent,56000,verified - income,debt consolidation,,ca,15.43,0,8631,0,,,6,0,4971,43.5,19,1,pc2,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,transportation,1,mortgage,191000,not verified,educational,,fl,12.2,0,11645,0,49,,16,0,444,2.5,54,2,pc1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,university,10,rent,47480,not verified,other,,,16.81,0,7321,3,32,,10,0,150,3.1,24,3,pc1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
0,,8,mortgage,33600,verified - income,major purchase,,va,3.93,0,6925,1,67,,5,0,8482,73.8,20,2,pc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,financial,2,mortgage,42000,not verified,other,,ny,15.89,0,6835,1,,,10,0,20691,51.6,20,2,pc5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,bank,5,mortgage,40000,not verified,debt consolidation,,ma,10.71,0,4948,0,,,11,0,2459,44.7,26,2,pc2,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,,3,mortgage,55000,not verified,credit card,,il,24.94,0,9057,8,,,16,0,41705,95.2,24,3,pc2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
0,,4,rent,120000,not verified,other,,ca,0,0,8601,0,48,,2,0,0,0,7,3,pc2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,1,mortgage,1.00e+05,verified - income,debt consolidation,,,19.99,0,6317,1,58,,6,0,24678,79,22,2,pc5,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,postal,3,mortgage,48000,verified - income,debt consolidation,,nc,22.59,0,7900,2,52,,10,0,2894,36.2,13,2,pc3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,,5,rent,41000,not verified,debt consolidation,,or,20.69,0,6682,0,39,,6,0,10949,61.9,12,3,pc4,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,,1,rent,8000,verified - income source,car,,ga,15.15,0,5648,0,,,6,0,2146,20.2,16,1,pc1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,,10,mortgage,80000,verified - income,debt consolidation,,,8.14,0,8386,0,,,10,0,14563,68.1,23,2,pc4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,,2,rent,95000,verified - income,credit card,,va,13.65,0,5221,0,,,8,0,27686,54.3,26,1,pc3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,financial,4,rent,60000,verified - income,debt consolidation,,co,9.46,0,7474,0,60,,14,0,9936,16.7,29,2,pc5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,,2,rent,42000,not verified,debt consolidation,,ca,12.74,0,6409,3,62,,11,0,528,9.1,22,3,pc4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,hospital,3,own,36400,not verified,debt consolidation,606xx,il,10.98,0,5495,1,,,8,0,6772,72.8,18,3,pc4,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,,1,rent,65400,verified - income source,credit card,,ca,17.71,0,8751,3,,,8,0,13041,81.5,36,3,pc5,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,2,rent,58000,not verified,debt consolidation,070xx,nj,13.55,0,6347,3,64,,7,0,7616,58.1,16,3,pc5,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,,4,rent,315600,verified - income source,debt consolidation,,nj,0.98,0,4368,2,,,6,0,1555,24.7,10,1,pc3,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,,2,mortgage,45000,not verified,home improvement,,md,7.79,0,7839,1,,,9,0,780,4.1,19,2,pc3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,5,rent,55000,not verified,debt consolidation,,ct,22.28,0,6896,2,,,13,0,14217,20.2,25,2,pc5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,university,4,mortgage,141000,verified - income,major purchase,,mo,8.31,0,9634,3,,,10,0,55142,45.8,24,1,pc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,hospital,7,mortgage,72000,not verified,car,,or,8.68,0,8509,0,,,10,0,18885,66.3,43,2,pc5,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,hospital,1,mortgage,35000,verified - income source,debt consolidation,,wi,14.5,0,6956,3,,,12,0,17717,67.4,26,1,pc4,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0
0,,3,mortgage,42240,not verified,debt consolidation,,fl,13.35,1,11704,1,4,,5,0,15974,48.9,16,1,pc3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,10,mortgage,66000,not verified,home improvement,,az,12.58,0,8143,1,,,11,0,5723,8.4,38,3,pc4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,6,rent,86496,verified - income source,debt consolidation,,ny,14.19,0,6590,0,,,6,0,12915,85,12,1,pc2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,10,rent,52656,verified - income,medical,,ny,7.7,0,12556,0,34,,16,0,0,0,24,3,pc5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,1,mortgage,120000,verified - income source,other,,md,21.16,4,11888,1,4,,25,0,43109,72.3,49,3,pc5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,1,rent,30000,not verified,educational,,sc,8.36,0,4764,2,,,14,0,277,46.2,15,2,pc3,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,,10,mortgage,120000,not verified,major purchase,,ca,6.98,0,14079,0,,,15,0,78330,28.6,31,2,pc4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,1,rent,23040,verified - income source,credit card,,ca,12.66,0,7352,0,63,,6,0,8282,62.3,11,2,pc3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,1,rent,15000,verified - income,other,,tx,18.08,0,5251,0,,,2,0,9279,36.5,3,1,pc4,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
0,,3,own,43000,verified - income,debt consolidation,,va,15.49,1,6865,1,19,,9,0,19226,70.9,32,2,pc4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,10,mortgage,99600,verified - income,medical,,ca,15.22,0,15570,0,,,11,0,60631,70.3,28,2,pc3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,government,10,rent,40000,not verified,credit card,,or,15,0,5374,0,,,10,0,18601,88.2,11,1,pc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,1,rent,65000,not verified,small business,,mn,2.79,1,7109,2,19,27,4,1,2601,40.6,7,2,pc2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,6,mortgage,61781,verified - income,credit card,,oh,17.15,0,13836,4,,,10,0,23065,51.1,31,3,pc4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,,3,rent,72000,verified - income,debt consolidation,,mi,14.75,0,6531,0,,,19,0,18421,67,28,2,pc2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,3,rent,29000,not verified,debt consolidation,,pa,17.63,0,5982,0,27,,15,0,1155,11.3,24,1,pc3,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,10,mortgage,42500,verified - income,debt consolidation,,il,0.28,0,7870,3,,92,3,1,45,0.6,16,2,pc5,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0
0,,1,rent,53052,verified - income source,other,,tx,18.95,0,5070,0,,,4,0,4556,53.6,7,2,pc5,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,1,rent,70000,verified - income source,credit card,,,2.59,0,8478,1,,,11,0,5231,2.4,20,2,pc1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
0,hotel,1,rent,25000,verified - income source,debt consolidation,,,14.59,0,4733,1,,,13,0,11338,18.6,30,2,pc5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,software,10,mortgage,80000,not verified,vacation,,nc,20.59,1,7870,2,15,,30,0,6654,22.6,56,3,pc3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,insurance,4,mortgage,71000,verified - income,debt consolidation,,fl,13.81,0,6865,0,,,14,0,6953,67.5,24,3,pc4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,army,8,mortgage,61200,verified - income source,debt consolidation,,,20.94,0,5891,3,,,8,0,3943,33.4,20,1,pc2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,university,1,rent,48000,verified - income,wedding,100xx,ny,2.6,0,4218,0,,,4,0,3935,46.3,5,2,pc3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,2,rent,28956,verified - income source,debt consolidation,,tx,24.08,1,6013,2,16,,11,0,3349,21.2,20,3,pc5,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,,2,mortgage,60000,not verified,other,,tx,1.36,1,12709,0,11,,12,0,2193,10.5,21,2,pc1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,5,rent,44000,verified - income,debt consolidation,,fl,7.15,0,4674,0,,,8,0,4913,63.4,12,2,pc4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,3,mortgage,55000,not verified,debt consolidation,,fl,12.56,0,4764,2,,,7,0,4280,28.2,8,3,pc1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,insurance,7,mortgage,70000,not verified,credit card,,,13.53,0,11218,3,26,,12,0,73764,22.5,39,1,pc5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,,1,rent,47600,not verified,debt consolidation,,md,15.53,0,5526,1,34,0,6,0,1233,35.2,7,2,pc2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,8,mortgage,36000,not verified,debt consolidation,,ca,21.9,3,6956,1,9,,6,0,6965,89.3,20,2,pc3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,10,mortgage,79992,verified - income,other,,ca,21.75,1,8020,0,23,,13,0,16156,74.5,30,1,pc5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,3,rent,31000,verified - income source,debt consolidation,,fl,19.66,0,8570,2,31,,11,0,3058,28.8,12,2,pc3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,bank,1,rent,60000,verified - income source,wedding,,tx,19.94,0,7566,0,,,9,0,22253,44,27,2,pc1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0
0,,1,mortgage,250000,verified - income,major purchase,,sc,1.42,4,13471,5,15,,5,0,427,23.7,43,1,pc1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,,1,mortgage,24000,verified - income source,home improvement,,il,3.25,0,4856,0,,,5,0,1680,56,7,2,pc5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,1,rent,25000,not verified,debt consolidation,,va,21.36,0,6044,0,55,,4,0,1333,83.3,19,1,pc2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,,10,mortgage,65000,verified - income source,vacation,,ga,2.33,1,10973,1,17,,8,0,2937,10.8,17,2,pc4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,8,rent,90000,verified - income,credit card,,md,5.24,0,6317,1,42,,17,0,15077,46.7,28,1,pc3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,bank,10,rent,55000,not verified,other,,ga,16.97,0,9634,0,44,,5,0,3052,41.8,22,1,pc2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,,4,rent,159996,verified - income,credit card,,oh,6.84,0,8448,0,,,11,0,18115,98.5,35,1,pc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,police,2,rent,45000,not verified,debt consolidation,,pa,17.28,0,6439,7,78,88,11,1,3102,48.5,29,3,pc3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,,4,rent,70000,verified - income source,small business,,ca,6.17,0,5251,0,,,3,0,4789,47.9,3,2,pc4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,government,1,rent,51400,not verified,debt consolidation,,va,1.77,0,4583,2,,,7,0,1744,16,9,3,pc3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,4,rent,33000,verified - income,debt consolidation,,mn,17.38,1,5374,1,19,,6,0,0,0,20,1,pc3,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,7,mortgage,130000,verified - income,small business,,wa,7.76,0,10031,0,38,,13,0,4039,14.8,38,3,pc2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,hospital,1,mortgage,137004,verified - income,debt consolidation,,sc,20.69,0,9604,0,,,15,0,116150,54.6,34,2,pc4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,school,5,own,48575,verified - income source,debt consolidation,,va,22.33,0,13134,1,,,15,0,9877,56.8,22,1,pc3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,government,10,mortgage,155000,verified - income,debt consolidation,,ca,12.4,0,10396,0,,,9,0,23039,26.6,36,2,pc2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,10,mortgage,81847,verified - income source,educational,,nj,6.03,0,10335,5,,98,9,1,11754,41,21,2,pc1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
1,college,9,mortgage,55200,not verified,small business,,ca,20.39,2,7321,0,17,,9,0,35294,95.9,49,3,pc4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,1,mortgage,120000,verified - income,credit card,,ca,9.69,0,6559,0,54,,10,0,7796,32.2,27,2,pc4,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,3,mortgage,2.00e+05,verified - income source,debt consolidation,,ca,6.71,0,6956,0,,,11,0,8937,20.8,17,3,pc5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,1,rent,47840,verified - income,debt consolidation,,fl,24.18,0,5404,0,,,8,0,21507,68.5,8,1,pc2,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,,3,rent,61000,verified - income source,vacation,,tx,0.98,0,4491,5,,,8,0,1939,6.2,9,3,pc2,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
